number,date,title,length,inKey,tempo,topic,location,instruments,beard,videoID,description,acousticProduced,firsts,comments,press,mood,spotify,itunes,bandcamp,tags
300,10/27/2009,I Never Promised,1:47,C,90,Poetic,Berkeley ,"Vocals, Synths, Drum Machine",N/A,https://www.youtube.com/watch?v=gUb8Idr8giU,you smashed the door down broke every single plate and glass you punched a hole in the wall did anyone ever tell you you look like a criminal? with your blood shot eyes and crooked smile i think i need a break from you for a while when your caged canary sings will you know the song will you sing along when the wind rips down your pride will you run and hide or admit you're wrong,Produced,,,,Intense,https://open.spotify.com/track/2m87rjjn8mEnSCpy4QRlKr,https://itunes.apple.com/ph/album/i-never-promised/1133062645?i=1133062888,https://jonathanmann.bandcamp.com/track/nosweatapparel-com,"Electro, Dark, Dreamy, Vocoder"
301,10/28/2009,Airplane to Tomorrow,3:09,C,120,Poetic,Berkeley ,"Vocals, Acoustic Guitar, Samples, Drum Machine",N/A,https://www.youtube.com/watch?v=13t6jrHQrPQ,nothing in my life works just right everythings a little bit broken,Produced,,,,Sad,https://open.spotify.com/track/5R1kYGYWfTh02P6lDo949B,https://itunes.apple.com/ph/album/airplane-to-tomorrow/1133062645?i=1133062890,https://jonathanmann.bandcamp.com/track/i-never-promised,"Rock, Wistful"
302,10/29/2009,Creature of Habit,1:56,B,110,Poetic,Berkeley ,"Vocals, Piano, Samples, Drum Machine",N/A,https://www.youtube.com/watch?v=z_IhAVoH1lQ,a creature of habit a wish fulfillment puppet a breeze that doesn't blow a mind that doesn't know a hand of rock and roll,Produced,,,,Silly,https://open.spotify.com/track/4EicUifJluYNpuT6a34NCJ,https://itunes.apple.com/ph/album/creature-of-habit/1133062645?i=1133062891,https://jonathanmann.bandcamp.com/track/airplane-to-tomorrow,"Rock, Cheesy, Bad"
303,10/30/2009,Keith Valley Middle School,1:35,G,130,Life,Berkeley ,"Vocals, Acoustic Guitar",Clean,https://www.youtube.com/watch?v=P2OBWAgP8gA,For my new friends at Keith Valley Middle School!,Produced,,,,Silly,https://open.spotify.com/track/4rEc8bGoekiwXpMmuNY5UC,https://itunes.apple.com/ph/album/keith-valley-middle-school/1133062645?i=1133062892,https://jonathanmann.bandcamp.com/track/creature-of-habit,"Rock, Anthem, Wistful, Place, Keith Valley Middle School"
304,10/31/2009,I'm Tired Halloween Weirdness,2:21,Am,94,Life,Berkeley ,"Vocals, Piano, Samples, Drum Machine",Clean,https://www.youtube.com/watch?v=juu6TeGh9RA,"It's weird, I'm tired, I know, I know",Produced,,,,Tired,https://open.spotify.com/track/7sIVLC9UUUrj4AxYPTyObB,https://itunes.apple.com/ph/album/im-tired-halloween-weirdness/1133062645?i=1133062893,https://jonathanmann.bandcamp.com/track/keith-valley-middle-school,"Folk, Scary, Halloween"
305,11/1/2009,To Lon Harris Who Called Me Creepy,2:31,Em,80,Internet,Berkeley ,"Vocals, Synths, Drum Machine",Clean,https://www.youtube.com/watch?v=WPWTcLcpFYE,Here's the link where he calls me creepy: http://youtube.comedy.com/2009/11/01/...,,,,,"Pensive
",https://open.spotify.com/track/2pI9BDcCCT4PNkVkJDeRi6,https://itunes.apple.com/ph/album/to-lon-harris-who-called-me-creepy/1133062645?i=1133062895,https://jonathanmann.bandcamp.com/track/im-tired-halloween-weirdness,"Rock, Internet, Famous Person, Lon Harris"
306,11/2/2009,Cloud Computing for Beginners,1:50,A,100,Commission,Berkeley ,"Vocals, Synths, Drum Machine",Clean,https://www.youtube.com/watch?v=n-mtkeaecN0,"This is a song for the Appirio ""Cloud Computing"" video contest!",,,,,Silly,https://open.spotify.com/track/2LKtGFe2wCLlOcEfMwgX92,https://itunes.apple.com/ph/album/cloud-computing-for-beginners/1133062645?i=1133062896,https://jonathanmann.bandcamp.com/track/to-lon-harris-who-called-me-creepy,"Rock, Cheesy, Funny"
307,11/3/2009,I am Just a Messanger,3:19,Eb,93,Poetic,Berkeley ,"Vocals, Acoustic Guitar",Clean,https://www.youtube.com/watch?v=P1lLTyHfLb8,"i am just a messenger from a town not far from here bearing news of your father's travels he has crossed the bandy bridge, and heads towards everclear",,,,,Pensive,https://open.spotify.com/track/6DiuyUVOKdYmb2K8Bge0ZN,https://itunes.apple.com/ph/album/i-am-just-a-messanger/1133062645?i=1133062898,https://jonathanmann.bandcamp.com/track/cloud-computing-for-beginners,"Folk, Dark, Narrative"
308,11/4/2009,Spell Or Prayer,3:21,F#m,100,Poetic,Berkeley ,"Vocals, Acoustic Guitar",Shadow,https://www.youtube.com/watch?v=SJMxzXCXeVU,"I twisted through the darkened streets cause i had lost my way i'd told so many lies that i couldn't keep them straight clearly this was punishment, this was how i'd have to pay once but twice as strong you can never really know what's inside somebody's head and when you think you're sure that's when someone winds up dead but you remember how she moved, can recall the words she said then again, you could be wrong and the tune that plays over all your days seems like a waste on you you're a fire hose you're a runny nose wearing panty hose for two you don't know which lie to stitch it's like a witches brew bits of hair falling everywhere with a spell or prayer you're through I cut a path across the square and ended up on the edge of town looking back i knew i'd have to get to higher ground if the world crashed below me at least i'd be safe and sound sleep till morning light i struggled to my feet after slipping on a rock wondering where julie was i wished only for a clock the sun was all obscured by a dark and massive flock of parrots who spoke to me in their flight at the top of mount mcormish i stopped surveyed the land it would have helped to know what to do, to have some kind of plan as it was i stepped so blindly, leading with my hands could i speak the word a terror struck me in my heart like i had never felt and just as strong and quick the world began to melt i found myself in an empty space void of heaven or of hell but in my head i heard",,,,,Pensive,https://open.spotify.com/track/7IODFT6FJDMTtrL6qgfsgj,https://itunes.apple.com/ph/album/spell-or-prayer/1133062645?i=1133062900,https://jonathanmann.bandcamp.com/track/i-am-just-a-messanger,"Folk, Dark, Narrative"
309,11/5/2009,It May Feel Like Everythings the Same,2:21,Ab,90,Poetic,Berkeley ,"Vocals, Acoustic Guitar",Shadow,https://www.youtube.com/watch?v=U-dvV5K1MEo,on the banks of the river watching tugboats tug i looked to a squirrel for a hug instead i got an acorn thrown into my face and i cried why try to be something other than what you are ain't nothing lies down that path but pain change is gonna happen when you least expect it but it may feel like everything's the same on the top of a building watching cars like ants i asked a pigeon to dance instead i got some feathers spit out onto my shoe and i cried on the bottom of the ocean watching starfish crawl i asked a shark if she wanted to play baseball instead she up and ate me now i'm stuck inside her belly and i died,,,,,Happy,https://open.spotify.com/track/2lZH428V8XX9MSzrPTVg37,https://itunes.apple.com/ph/album/it-may-feel-like-everythings-the-same/1133062645?i=1133062901,https://jonathanmann.bandcamp.com/track/spell-or-prayer,"Folk, Light, Animals"
310,11/6/2009,The Large Hadron Collider Still Doesn't Work,1:33,C,105,Science,Berkeley ,"Vocals, Uke",Shadow,https://www.youtube.com/watch?v=PqBcDQn7KsA,"The large hadron collider is broken once again doesn't it seem like someone somewhere is trying to tell us something? like maybe if they turn that thing on the world will explode do they even know what will happen tell me, do they know? oh the large hadron collider looking for the higgs boson but will they find it or will they send us to the big hole in the sky",,,,,Chill,https://open.spotify.com/track/4oo6i7cXU5joNXGFwSHeGm,https://itunes.apple.com/ph/album/the-large-hadron-collider-still-doesnt-work/1133062645?i=1133062902,https://jonathanmann.bandcamp.com/track/it-may-feel-like-everythings-the-same,"Folk, Delicate, Frustrated, Science, Large Hadron Collider"
311,11/7/2009,Show Me Your Dorito Face,0:30,A,85,Contest,Berkeley ,"Vocals, Piano, Synths, Drum Machine",Shadow,https://www.youtube.com/watch?v=JyuMoXHsvvc,FOR A CONTEST. I'LL KEEP YOU UPDATED What's in a Dorito? Why does it make you jump out of your seat-o? Is it the cheesy cheesy can't be beat-o? Or something more concrete-o? Show me your Dorito face!,,,,,Intense,https://open.spotify.com/track/2HCz10nCwhu7uU8IssFzpz,https://itunes.apple.com/ph/album/show-me-your-dorito-face/1133062645?i=1133062903,https://jonathanmann.bandcamp.com/track/the-large-hadron-collider-still-doesnt-work,"Hip Hop, Cheesy, Bad"
312,11/8/2009,I am All Alone,2:22,Eb,81,Poetic,Berkeley ,"Vocals, Acoustic Guitar",Shadow,https://www.youtube.com/watch?v=lMZ69vndWrA,there's no one here i'm all alone looks like it's just me myself and i tonight everybody's gone there's not a soul looks like it's just 'ol jonthan mann tonight an empty house is what i got empty as an empty parking lot empty as a an empty pot as empty as my brain no one else no animals looks like it's just me myself and i tonight no beating hearts no breathing lungs an empty house is where i sit empty as a an empty pit empty as an office where everyone quit empty as my mind,,,,,Pensive,https://open.spotify.com/track/0ZHLm2k9uqkzto7qp8okZi,https://itunes.apple.com/ph/album/i-am-all-alone/1133062645?i=1133062905,https://jonathanmann.bandcamp.com/track/show-me-your-dorito-face,"Folk, Delicate, Wistful"
313,11/9/2009,"Cry, oh Cry, Boo-Hoo So Sad",2:25,G,70,Poetic,Berkeley ,"Vocals, Piano, Samples, Drum Machine",N/A,https://www.youtube.com/watch?v=5JyhYgfsejQ,cry for the moon and for the stars for the tunes they sing in bars for the chance you'll never get cry for the sun and the atmosphere for the gun in the world's ear for the dance with your little pet cry if it's the last thing that you do from here to Malibu let the dripping keep your time i know that it's hard to let go of the past and to keep the demons at bay so go walk soft even if you're going last you will be first someday so cry in the morning in the night when it's almost but not quite the worst you've ever seen and cry for the rining of the bells for the space between your cells where ganglia dream,,,,,Sad,https://open.spotify.com/track/03H1fMqWebjp1SarcTXT7w,https://itunes.apple.com/ph/album/cry-oh-cry-boo-hoo-so-sad/1133062645?i=1133062906,https://jonathanmann.bandcamp.com/track/i-am-all-alone,"Rock, Cheesy, 80s, Dreamy"
314,11/10/2009,"Winning Feels Good, Losing Feels Bad",0:25,C,120,Life,Berkeley ,"Vocals, Synths, Drum Machine",N/A,https://www.youtube.com/watch?v=u0L_5Xvn8Ww,Some observations that I've made.,,,,,Intense,https://open.spotify.com/track/53vvjxnDdQpOVdYqqUeMEp,https://itunes.apple.com/ph/album/winning-feels-good-losing-feels-bad/1133062645?i=1133062907,https://jonathanmann.bandcamp.com/track/cry-oh-cry-boo-hoo-so-sad,"Rock, Cheesy, Heavy, Distortion"
315,11/11/2009,20 minutes With the President,5:45,C,85,Politics,Berkeley ,"Vocals, Piano, Samples, Drum Machine",Beard,https://www.youtube.com/watch?v=ilB_5R6xSJA,"This is my interpretation of the script written by Charlie Sheen and Alex Jones, called ""20 Minutes With The President"". To learn more, visit www.infowars.com",,,,,Anxious,https://open.spotify.com/track/3kt2uxHEl2F5wdhKHGdj3c,https://itunes.apple.com/ph/album/20-minutes-and-the-president/1133062645?i=1133062909,https://jonathanmann.bandcamp.com/track/winning-feels-good-losing-feels-bad,"Rock, Funny, Cheesy, Famous Person, Charlie Sheen, Obama"
316,11/12/2009,"Mr. Barry Screwskull, Number Six Hundred and Twelve",5:46,D,113,Poetic,Berkeley ,"Vocals, Acoustic Guitar, Electric Guitar, Samples, Drum Machine",N/A,https://www.youtube.com/watch?v=4oeaBCQYUzs,"This is for song fu: http://bit.ly/songfu
my name is mr. barry screwskull i drive those screws all day long on the banks of the subterranean river i dream of my home when i was just a little itty bitty pup my pappy said to me barry, i'm not long for this world i'm a heading for the surface today it was on that day that i knew i was alone though my comrades are all around me everywhere deep inside my throat are words never spoken harder than a sailor's but softer than a prayer don't you know the time has come for leaving the end is near the calandar draws to a close fixated on your claws, if you took the time to pause you'd start believing you'd root it out of the dirt with your nose i never saw the point of marriage what use have i for a wife kick out a few pups, watch the sunday parade go by no, not me, that is not my life in the back of my burrow i keep it all hidden my first class ticket straight out of here you say you want to come with me but i don't think you understand where i'm going all molemen disappear so it's goodbye to the tunnels and gossip goodbye to the old tin whistle whine goodbye to the subterranean river goodbye to the home that was never mine",,,,,Intense,https://open.spotify.com/track/4eVC7QPZxDXADGrbK7L3lu,https://itunes.apple.com/ph/album/mr-barry-screwskull-number-six-hundred-and-twelve/1133062645?i=1133062910,https://jonathanmann.bandcamp.com/track/20-minutes-with-the-president,"Folk, Wistful, Narrative "
317,11/13/2009,The Beating of a Single Heart,2:57,F,100,Contest,Berkeley ,"Vocals, Acoustic Guitar, Samples, Drum Machine",Clean,https://www.youtube.com/watch?v=AalyJ_UvC_4,N/A,,,,,Excited,https://open.spotify.com/track/2u8dRVNyfiaWkBuJ55npJw,https://itunes.apple.com/ph/album/the-beating-of-a-single-heart/1133062645?i=1133062912,https://jonathanmann.bandcamp.com/track/mr-barry-screwskull-number-six-hundred-and-twelve,"Folk, Hopeful, Wistful, Anthem"
318,11/14/2009,"Song a Day, Saturday",1:30,C,130,Life,Berkeley ,"Vocals, Acoustic Guitar, Samples, Drum Machine",Clean,https://www.youtube.com/watch?v=yu-ZJE2tOo0,A song and video for a Nikon contest.,,,,,Happy,https://open.spotify.com/track/7MoMBv4Z21iE4jsYmmbwkf,https://itunes.apple.com/ph/album/song-a-day-saturday/1133062645?i=1133062913,https://jonathanmann.bandcamp.com/track/the-beating-of-a-single-heart,"Folk, Fun, Narrative"
319,11/15/2009,"Sunday Evening Sad, Slow Song",2:14,Em,73,Life,Berkeley ,"Vocals, Acoustic Guitar",Clean,https://www.youtube.com/watch?v=eIzZU0k1h-Y,Made it up on the spot!,,,,,Sad,https://open.spotify.com/track/5QJqcku6zCeSZytdalV137,https://itunes.apple.com/ph/album/sunday-evening-sad-slow/1133062645?i=1133062914,https://jonathanmann.bandcamp.com/track/song-a-day-saturday,"Folk, Dark, Delicate"
320,11/16/2009,A Wonderful Pistcachio Discovery,0:30,E,90,Contest,Berkeley ,"Vocals, Acoustic Guitar, Electric Guitar, Samples, Drum Machine",Clean,https://www.youtube.com/watch?v=gsGQLWA29a0,"We know not exactly how pre-historic man managed to open his pistachio nuts. We do, however, know that he struggled with this dilemma. Moving forward in history, we find evidence of a Very Hairy Scientist making use of sound waves to burst open the protective pistachio shell.",,,,,Intense,https://open.spotify.com/track/1sqYPgr5lNrAPgkV2jkfH2,https://itunes.apple.com/ph/album/a-wonderful-pistcachio-discovery/1133062645?i=1133062915,https://jonathanmann.bandcamp.com/track/sunday-evening-sad-slow-song,"Rock, Distortion, Silly"
321,11/17/2009,"The Story of Wandering Fall, Act 1, introdruction",0:46,F,100,Poetic,Berkeley ,"Vocals, Synths, Samples, Drum Machine",N/A,https://www.youtube.com/watch?v=FNcjBZAvLR4,"Over the next 6 days, starting today, I'm unveiling a very impromptu mini-rock opera that I've conceived. Each installment is no longer than a minute. It takes place in space. I'm not going to say much more about it until all of Act 1 has been posted, but I'll be curious to hear your comments. If you want to discuss it with me, post on my rarely used forum at http://www.rockcookiebottom.lefora.com Hope to hear from you.",,,,,Chill,https://open.spotify.com/track/1nXP3GEwN7IM7tl49dFQXQ,https://itunes.apple.com/ph/album/the-story-of-wandering-fall/1133062645?i=1133062917,https://jonathanmann.bandcamp.com/track/a-wonderful-pistcachio-discovery,"Electro, Light, Wandering Fall"
322,11/18/2009,Wandering the Universe,0:40,C,105,Poetic,Berkeley ,"Vocals, Synths, Samples, Drum Machine",N/A,https://www.youtube.com/watch?v=lQhz4aonf84,Go here to discuss: http://www.rockcookiebottom.lefora.com/,,,,,Chill,https://open.spotify.com/track/0xeqcitPL1SUd7kTuNKUtW,https://itunes.apple.com/ph/album/wandering-the-universe/1133062645?i=1133062918,https://jonathanmann.bandcamp.com/track/the-story-of-wandering-fall-act-1-introdruction,"Electro, Narrative, Wandering Fall"
323,11/19/2009,At the Edge of the Universe,0:43,A,80,Poetic,Berkeley ,"Vocals, Synths, Samples, Drum Machine",N/A,https://www.youtube.com/watch?v=Sn6hfDT9FTU,Something is afoot at the edge of the universe.,,,,,Chill,https://open.spotify.com/track/36MLs0sU5VgTqW31aenCAd,https://itunes.apple.com/ph/album/at-the-edge-of-the-universe/1133062645?i=1133062919,https://jonathanmann.bandcamp.com/track/wandering-the-universe,"Electro, Narrative, Wandering Fall, Dark"
324,11/20/2009,And With a Name...,0:43,Eb,85,Poetic,Berkeley ,"Vocals, Synths, Samples, Drum Machine",N/A,https://www.youtube.com/watch?v=0_xaRMdRgS0,Our hero finds a name.,,,,,Chill,https://open.spotify.com/track/4ugvYThmKyjmlTCXzPWs4h,https://itunes.apple.com/ph/album/a-name/1133062645?i=1133062920,https://jonathanmann.bandcamp.com/track/at-the-edge-of-the-universe,"Electro, Narrative, Wandering Fall, Light"
325,11/21/2009,I am Alone,0:46,E,60,Poetic,Berkeley ,"Vocals, Synths, Samples, Drum Machine",N/A,https://www.youtube.com/watch?v=DjFt3976STY,Don't forget to go to my forum and discuss! http://rockcookiebottom.lefora.com/,,,,,Sad,https://open.spotify.com/track/6czAK9iPtjyhXUTNXHCLT0,https://itunes.apple.com/ph/album/i-am-alone/1133062645?i=1133062921,https://jonathanmann.bandcamp.com/track/and-with-a-name,"Electro, Narrative, Wandering Fall"
326,11/22/2009,Contact,0:45,Gm,85,Poetic,Berkeley ,"Vocals, Congas, Samples, Drum Machine",N/A,https://www.youtube.com/watch?v=hBsyimOgLDQ,Our hero makes contact.,,,,,Pensive,https://open.spotify.com/track/5Fu7Wl9bhI8zmI5zAyGFIN,https://itunes.apple.com/ph/album/contact/1133062645?i=1133062923,https://jonathanmann.bandcamp.com/track/i-am-alone,"Jazz, Narrative, Wandering Fall, Hopeful"
327,11/23/2009,"The Story of Wandering Fall, Act 1, Recap",2:52,G,100,Poetic,Berkeley ,"Vocals, Acoustic Guitar",N/A,https://www.youtube.com/watch?v=Fu9tgu8OULc,TO DISCUSS: http://rockcookiebottom.lefora.com/,,,,,Chill,https://open.spotify.com/track/62dsIxJl5LwjgXBWafZvbI,https://itunes.apple.com/ph/album/the-story-of-wandering-fall-recap/1133062645?i=1133062925,https://jonathanmann.bandcamp.com/track/contact,"Folk, Narrative, Wandering Fall"
328,11/24/2009,Cold Feet,2:02,E,90,Poetic,Los Angeles,"Vocals, Acoustic Guitar",Clean,https://www.youtube.com/watch?v=aVIBfAvQ0bw,It's cold,,,,,Silly,https://open.spotify.com/track/0npuHqH31sQVpJuNQIPtni,https://itunes.apple.com/ph/album/cold-feet/1133062645?i=1133062929,https://jonathanmann.bandcamp.com/track/the-story-of-wandering-fall-act-1-recap,"Folk, Weather, Cold"
329,11/25/2009,Get Your Hand Out of the Hunny Pot,2:52,D,85,Poetic,Los Angeles,"Vocals, Acoustic Guitar",Clean,https://www.youtube.com/watch?v=SfHLCjzM4aQ,when you're wandering the woods holding candles in the night and the bears pick up your scent,,,,,Silly,https://open.spotify.com/track/58oYpWLjkrTG3MBFCiby1Z,https://itunes.apple.com/ph/album/get-your-hand-out-of-the-hunny-pot/1133062645?i=1133062934,https://jonathanmann.bandcamp.com/track/cold-feet,"Folk, Narrative, Fun"
330,11/26/2009,Zombie Turkey,2:32,Fm,85,Food,Los Angeles,"Vocals, Acoustic Guitar",Clean,https://www.youtube.com/watch?v=fD_xNc_Wzlw,"you went to the supermarket got your turkey wrapped in plastic cooked it in the oven just right should come out fantastic the whole family's coming over you put on your evening gown but creeping up behind you all moist and golden brown it's the zombie turkey coming to pay you back you run up the stairs into the bathroom lock the door you can hear her boney legs banging on the floor she's coming ever closer now, you look out the window to see an entire neighborhood overrun by zombie turkeys they are zombie turkeys and they're coming to pay you back she's banging down the door now it looks like there's no escape you can't outrun her because you're fat and out of shape if only you exercised more, ate less, you'd be thinner what a terrible way to die to be eaten by your dinner by a zombie turkey who has come to pay you back",,,,,Silly,https://open.spotify.com/track/2XsRPISfUMYUwSf35e164p,https://itunes.apple.com/ph/album/zombie-turkey/1133062645?i=1133062939,https://jonathanmann.bandcamp.com/track/get-your-hand-out-of-the-hunny-pot,"Folk, Dark, Scary, Zombie, Bird, Turkey, Holiday, Thanksgiving"
331,11/27/2009,Dancing Fin,1:23,Bb,115,Friend,Los Angeles,"Vocals, Acoustic Guitar",Clean,https://www.youtube.com/watch?v=xWEAzAu-zdE,"My good friend from way, way back in high school came out for a visit with his song Fin! We had a great time, going out for sushi and then some frozen yogurt! I started singing this song and I figured it could just be my song of the day.",,,,,Silly,https://open.spotify.com/track/2QrA6aAg5uNgNrR0pyIZhy,https://itunes.apple.com/ph/album/dancing-fin/1133062645?i=1133062942,https://jonathanmann.bandcamp.com/track/zombie-turkey,"Folk, Rough, Funny"
332,11/28/2009,The Best Day of My Life pt 1,2:40,F,100,Poetic,Los Angeles,"Vocals, Acoustic Guitar",Clean,https://www.youtube.com/watch?v=Ph4HApxbWvU,"there's a fire in the sky it's a tower made of clouds and it's power rings out over creation meanwhile on the ground waves of frozen sound break upon the backs of stale frustration and citizens wake up at the sensation rub their eyes no melody or words could have cut quite like the sword swung by the hand of evolution to live and grow and die without ever knowing why knowing how to ask but finding no solution calling it divine retribution cut the cords we're not abandoned we are abandoning before we learned to talk we had to learn to sing without a plan we can't demand a thing we can't demand a thing i was on my way to school i saw her cross the street and her power sent out waves upon the pavement i pulled over then and there i had to catch my breath and stare in this delicate amazement i felt utterly exposed, stripped naked to the bone when she came up to the car and asked, ""do you know where we are?"" i couldn't tell if she was serious or joking i tried to say yes and planet earth, i guess but the sounds out of my mouth were more like choking in the distance some peeper frogs were croaking to the moon we were married it was the first of may and i carried her and she carried me the entire way it was scary but it was the best day of my life",,,,,Pensive,https://open.spotify.com/track/5Fe98JTAGGLCNxBgmgEchW,https://itunes.apple.com/ph/album/the-best-day-of-my-life-pt-1/1133062645?i=1133062946,https://jonathanmann.bandcamp.com/track/dancing-fin,"Folk, Wistful, Looming"
333,11/29/2009,The Best Day of My Life pt 2,2:42,F,100,Poetic,Los Angeles,"Vocals, Acoustic Guitar",Clean,https://www.youtube.com/watch?v=5tlkSQ1Xjis,in my house there is a room and in that room there is a drawer and in that drawer is a list of all my worries,,,,,Pensive,https://open.spotify.com/track/6s5lPm5SJHhlqxbYEv7Tql,https://itunes.apple.com/ph/album/the-best-day-of-my-life-pt-2/1133062645?i=1133062950,https://jonathanmann.bandcamp.com/track/the-best-day-of-my-life-pt,"Folk, Wistful, Looming"
334,11/30/2009,It's Good to Be Home,3:26,E,160,Poetic,Berkeley ,"Vocals, Acoustic Guitar",Shadow,https://www.youtube.com/watch?v=dSmWIz8xCD4,when moses returned from a long trip to the mountain when god had gone silent,,,,,Happy,https://open.spotify.com/track/2BYmzDkiygaeaE9JjsjmVs,https://itunes.apple.com/ph/album/its-good-to-be-home/1133062645?i=1133062955,https://jonathanmann.bandcamp.com/track/the-best-day-of-my-life-pt-2,"Folk, Rough"
335,12/1/2009,"Coors Ad, Collaborationz",0:26,Em,105,Contest,Berkeley ,"Vocals, Synths, Samples, Drum Machine",Shadow,https://www.youtube.com/watch?v=peW1y38MmTg,This is for a contest over at www.poptent.net,,,,,Intense,https://open.spotify.com/track/1oTka73PHs7OXoaSYUnMwm,https://itunes.apple.com/ph/album/coors-ad-collaborationz/1133062645?i=1133062958,https://jonathanmann.bandcamp.com/track/its-good-to-be-home,"Hip Hop, Cheesy, Funny"
336,12/2/2009,Seeing Clearly,1:08,C,130,Contest,Berkeley ,"Vocals, Synths, Samples, Drum Machine",Shadow,https://www.youtube.com/watch?v=SEBHYYbWFsc,Yet another contest...,,,,,Excited,https://open.spotify.com/track/7e7s0VeZlRFkGjgal5uGSS,https://itunes.apple.com/ph/album/seeing-clearly/1133062645?i=1133062959,https://jonathanmann.bandcamp.com/track/coors-ad-collaborationz,"Electro, Cheesy, Bad"
337,12/3/2009,Black Holes,3:57,A,100,Love,Berkeley ,"Vocals, Uke, Samples, Drum Machine",Clean,https://www.youtube.com/watch?v=3O9KXyZoFFE,N/A,,,,,Happy,https://open.spotify.com/track/0T2YmismoXIy7n4wesIdTS,https://itunes.apple.com/ph/album/black-holes/1133062645?i=1133062960,https://jonathanmann.bandcamp.com/track/seeing-clearly,"Folk, Science, Black Holes"
338,12/4/2009,Time to Save With VMware,2:19,C,140,Contest,Berkeley ,"Vocals, Synths, Samples, Drum Machine",Clean,https://www.youtube.com/watch?v=9o_JSpw0XAI,"I'm musician and songwriter. I've been writing a song a day since January 1st, 2009. I've partially turned the project into a business: I make songs and videos for companies.",,,,,Silly,https://open.spotify.com/track/7olLvR4MeAflxscRjnBrFj,https://itunes.apple.com/ph/album/time-to-save-vmware/1133062645?i=1133062961,https://jonathanmann.bandcamp.com/track/black-holes,"Electro, Cheesy"
339,12/5/2009,"Don't Want to Write My Song Today, Just
Want to Play New Super Mario Bros. Wii",2:51,G,122,Life,Berkeley ,"Vocals, Acoustic Guitar",Clean,https://www.youtube.com/watch?v=NJDYbJklQWA,Yep.,,,,,Sad,https://open.spotify.com/track/0oYNOKfmNH7Xpiwv0IDepy,https://itunes.apple.com/ph/album/dont-want-to-write-my-song-today-just-want-to-play/1133062645?i=1133062962,https://jonathanmann.bandcamp.com/track/time-to-save-with-vmware,"Folk, Silly, Wistful"
340,12/6/2009,Soldier,1:20,A,120,Poetic,Berkeley ,"Vocals, Synths, Drum Machine",N/A,https://www.youtube.com/watch?v=opBydmbqnu8,Footage from the Prelinger Archive put down that knife and apologize you've made a fool of the world for the very last time i'm not your soldier i'm not your gun i'm not the only one who sees what you have done,,,,,Intense,https://open.spotify.com/track/2UNWuwELot7DnTSklHSZV0,https://itunes.apple.com/ph/album/soldier/1133062645?i=1133062963,https://jonathanmann.bandcamp.com/track/dont-want-to-write-my-song-today-just-want-to-play-new-super-mario-bros-wii,"Electro, Dark, Vocoder"
341,12/7/2009,Gun,1:16,D#,80,Object,Berkeley ,"Vocals, Piano, Synths, Drum Machine",N/A,https://www.youtube.com/watch?v=vTEDsqeLBZ8,Put down put down that gun and come inside there's no reason to hide around here we're all friends,,,,,Intense,https://open.spotify.com/track/2prkKlBnq1HFVVLFUw1aA1,https://itunes.apple.com/ph/album/gun/1133062645?i=1133062964,https://jonathanmann.bandcamp.com/track/soldier,"Electro, Dark, Dreamy, Gun"
342,12/8/2009,Jesus Christ at Christmas Time,2:51,A#,90,Christmas,Berkeley ,"Vocals, Acoustic Guitar, Electric Guitar, Samples, Drum Machine",N/A,https://www.youtube.com/watch?v=eDR0hULcENs,jesus christ when he wasn't being naughty he was nice if you were corrupt roman or jew it didn't matter to him he'd stick it to you he'd cast you out of the temple all you money grubbing fools he laughed in the face of bureaucrats who tried to use him like a tool jesus christ he was like a lion we're all just mice he didn't carry a gun he didn't need one the gleam of his fiery gaze was enough re if you were throwing stones he'd make you look at yourself and with his mind reading abilities he'd make you cry out for help go your country needs you to shop as much as you can remember christ and his words buy buy buy buy buy jesus christ would been disgusted by all the lights if comes back all hope is lost he's gonna jump right back up on that cross,,,,,Intense,https://open.spotify.com/track/1gkm4XXt1vcg70qFRSWzPU,https://itunes.apple.com/ph/album/jesus-christ-at-christmas-time/1133062645?i=1133062965,https://jonathanmann.bandcamp.com/track/gun,"Rock, Distortion, Hopeful, Good, Holiday, Christmas"
343,12/9/2009,"Upon Seeing the Twitpic Conversation
Between Demi Moore and Ashton Kutcher",1:43,A#,110,Pop Culture,Berkeley ,"Vocals, Acoustic Guitar",N/A,https://www.youtube.com/watch?v=PfIi_MJTGVI,"Ashton Kutcher and Demi Moore i've never really thought about you before but whilst lost in the tubes and very bored i stumbled on to these pictures of you i think that it's the details that make these breathe i don't like MSG in my chinese food eith -er wonderfully mundane, cute and carefree and so i'm writing this song so rare, so rare so unpackaged and unscripted a real sense of playfulness which these days has gone missing in a world without privacy to share a tender moment like this is beautiful looking on wikipedia, your anniversary i've missed but i'll wish you a happy one anyway, and offer this song as a gift more love more anniversary's and happiness galore for everybody in the world and ahston kutcher and demi moore",,,,,Sad,https://open.spotify.com/track/23KdhIaHUNdgynP3pgpgX4,https://itunes.apple.com/ph/album/upon-seeing-twitpic-conversation-between-demi-moore/1133062645?i=1133062967,https://jonathanmann.bandcamp.com/track/jesus-christ-at-christmas-time,"Folk, Light, Silly, Famous Person, Demi Moore, Ashton Kutcher"
